CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
3826	cosine	3828	-0.00195312	0	0.801369	0.549531	440	motif_159,motif_358,motif_371	motif_159,motif_358,motif_371,NA,NA	motif_159,motif_358,motif_371
3827	cosine	4202	-28.0272	0	0.878797	0.587955	439	motif_199	motif_199,NA,NA,NA,NA	motif_199
3829	cosine	3829	0	1	1	1	-1	motif_117,motif_144,motif_182,motif_199,motif_204,motif_249,motif_288,motif_357,motif_358,motif_360,motif_427	0	0
383	cosine	2839	-176.15	0	0.743331	0.453038	107	motif_157,motif_306	motif_306,motif_393,motif_157,motif_90,motif_458	motif_157,motif_306
383	cosine	2841	-176.154	0	0.760731	0.481884	107	motif_306	motif_306,motif_393,motif_157,motif_90,motif_458	motif_306
383	cosine	396	-2.01422	0	0.7859	0.506272	107	motif_157,motif_306,motif_393,motif_42,motif_458,motif_90	motif_306,motif_393,motif_157,motif_90,motif_458	motif_157,motif_306,motif_393,motif_458,motif_90
383	cosine	503	-18.0103	0	0.781924	0.611955	107	motif_306,motif_393,motif_42,motif_458,motif_90	motif_306,motif_393,motif_157,motif_90,motif_458	motif_306,motif_393,motif_458,motif_90
3830	cosine	3856	-2.01361	0	0.831235	0.587618	220	motif_491	motif_12,motif_255,motif_371,motif_491,NA	motif_491
3831	cosine	3833	-0.0285034	0	1	1	3	motif_254,motif_306,motif_327,motif_39	motif_327,motif_256,motif_254,motif_306,motif_39	motif_254,motif_306,motif_327,motif_39
3831	cosine	4024	-14.0443	0	0.813798	0.407692	3	motif_327	motif_327,motif_256,motif_254,motif_306,motif_39	motif_327
3831	cosine	4209	-28.0605	0	0.789962	0.431071	3	motif_327	motif_327,motif_256,motif_254,motif_306,motif_39	motif_327
3832	cosine	4026	-14.0176	0	0.850152	0.640792	2	motif_132,motif_148,motif_360,motif_458,motif_492	motif_92,motif_458,motif_149,motif_148,motif_492	motif_148,motif_458,motif_492
3832	cosine	4027	-14.0181	0	0.830774	0.591397	2	motif_148,motif_458	motif_92,motif_458,motif_149,motif_148,motif_492	motif_148,motif_458
3833	cosine	4024	-14.0158	0	0.818768	0.41029	3	motif_327	motif_327,motif_256,motif_254,motif_306,motif_39	motif_327
3833	cosine	4028	-14.0187	0	0.785146	0.531603	3	motif_327	motif_327,motif_256,motif_254,motif_306,motif_39	motif_327
3833	cosine	4209	-28.032	0	0.805835	0.454839	3	motif_327	motif_327,motif_256,motif_254,motif_306,motif_39	motif_327
3835	cosine	3835	0	1	1	1	-1	motif_132,motif_149,motif_27,motif_318,motif_458,motif_492	0	0
3836	cosine	3836	0	1	1	1	-1	motif_132,motif_149,motif_157,motif_218,motif_250,motif_492,motif_6,motif_66,motif_93	0	0
3837	cosine	4029	-14.0144	0	0.903902	0.628006	9		motif_199,motif_154,motif_308,motif_255,motif_249	
3837	cosine	4088	-19.9892	0	0.837038	0.552577	9		motif_199,motif_154,motif_308,motif_255,motif_249	
3837	cosine	4434	-48.0007	0	0.903916	0.511716	9	motif_179	motif_199,motif_154,motif_308,motif_255,motif_249	
3838	cosine	4061	-15.9996	0	0.629942	0.509688	240	motif_18	motif_18,NA,NA,NA,NA	motif_18
3839	cosine	3839	0	1	1	1	-1	motif_146,motif_157,motif_169,motif_178,motif_18,motif_207,motif_342,motif_346,motif_431	0	0
384	cosine	789	-42.0095	0	0.734382	0.460293	459		NA,NA,NA,NA,NA	
3840	cosine	5411	-262.23	0	0.721975	0.49685	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3840	cosine	5412	-262.231	0	0.721521	0.436473	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3841	cosine	5108	-158.096	0	0.72719	0.438889	117		motif_342,motif_298,motif_300,motif_157,motif_18	
3841	cosine	5110	-158.097	0	0.728601	0.513373	117	motif_342	motif_342,motif_298,motif_300,motif_157,motif_18	motif_342
3841	cosine	5125	-160.109	0	0.79403	0.517229	117	motif_342	motif_342,motif_298,motif_300,motif_157,motif_18	motif_342
3841	cosine	5126	-160.11	0	0.760406	0.464335	117	motif_300,motif_342	motif_342,motif_298,motif_300,motif_157,motif_18	motif_300,motif_342
3841	cosine	5128	-160.113	0	0.807623	0.544817	117	motif_300,motif_402	motif_342,motif_298,motif_300,motif_157,motif_18	motif_300
3842	cosine	3866	-2.01343	0	0.844143	0.443396	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3842	cosine	4076	-18.006	0	0.76716	0.412368	49	motif_360	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
3842	cosine	4283	-34.0007	0	0.740225	0.424884	49	motif_397	motif_397,motif_360,motif_383,motif_230,motif_273	motif_397
3842	cosine	4285	-34.0029	0	0.76342	0.537098	49	motif_397	motif_397,motif_360,motif_383,motif_230,motif_273	motif_397
3842	cosine	5139	-162.051	0	0.759637	0.459129	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3842	cosine	5140	-162.055	0	0.807088	0.43285	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3842	cosine	5536	-324.105	0	0.792307	0.544932	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3843	cosine	3843	0	1	1	1	-1	motif_300	0	0
3844	cosine	3886	-3.95337	0	0.772911	0.407117	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3844	cosine	4555	-60.0192	0	0.793426	0.406588	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3845	cosine	3913	-5.97034	0	0.825841	0.552081	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3845	cosine	4077	-18.0052	0	0.780205	0.496525	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3845	cosine	4287	-34.0002	0	0.723598	0.479656	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3845	cosine	4289	-34.0039	0	0.852437	0.42286	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3845	cosine	4565	-62.0314	0	0.8256	0.518791	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3845	cosine	4567	-62.032	0	0.8256	0.518791	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3845	cosine	4774	-90.0762	0	0.827432	0.525511	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3846	cosine	3955	-647.065	0	0.87243	0.505602	1559	motif_18,motif_248,motif_350,motif_480	motif_18,motif_248,motif_350,motif_480,NA	motif_18,motif_248,motif_350,motif_480
3847	cosine	3847	0	1	1	1	-1	motif_199,motif_217,motif_90	0	0
3848	cosine	3848	0	1	1	1	-1	motif_199,motif_217	0	0
3849	cosine	3849	0	1	1	1	-1	motif_105,motif_190,motif_192,motif_254,motif_458	0	0
385	cosine	385	0	1	1	1	-1	motif_425,motif_8	0	0
3850	cosine	4233	-28.0308	0	0.86906	0.528842	9	motif_308,motif_348	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3850	cosine	4384	-42.0489	0	0.895307	0.635177	9	motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3850	cosine	4532	-56.0628	0	0.896024	0.592854	9	motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3850	cosine	4572	-62.0151	0	0.846799	0.624182	9	motif_144,motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3851	cosine	4410	-44.0615	0	0.879515	0.545809	9		motif_199,motif_154,motif_308,motif_255,motif_249	
3851	cosine	4434	-46.0782	0	0.893911	0.487067	9		motif_199,motif_154,motif_308,motif_255,motif_249	
3853	cosine	3853	0	1	1	1	-1	motif_117,motif_221,motif_25,motif_27,motif_284,motif_316,motif_357,motif_400,motif_413,motif_424,motif_9	0	0
3854	cosine	3854	0	1	1	1	-1	motif_132,motif_167,motif_249,motif_256,motif_341,motif_408,motif_413,motif_458,motif_476,motif_491,motif_74	0	0
3855	cosine	3855	0	1	1	1	-1	motif_148,motif_149,motif_167,motif_249,motif_341,motif_393,motif_413,motif_458,motif_465,motif_476,motif_74,motif_90	0	0
3856	cosine	4382	-42.0132	0	0.818594	0.560956	220	motif_12	motif_12,motif_255,motif_371,motif_491,NA	motif_12
3857	cosine	4733	-82.0417	0	0.84372	0.517764	9	motif_163,motif_255,motif_265	motif_199,motif_154,motif_308,motif_255,motif_249	motif_255
3858	cosine	3858	0	1	1	1	-1	motif_232,motif_316,motif_413,motif_476,motif_74	0	0
3859	cosine	4143	-21.9843	0	0.889218	0.568527	19		motif_413,motif_458,motif_476,motif_162,motif_316	
3859	cosine	4274	-31.9888	0	0.838881	0.430979	19	motif_162,motif_413,motif_458	motif_413,motif_458,motif_476,motif_162,motif_316	motif_162,motif_413,motif_458
386	cosine	488	-13.979	0	0.802324	0.52017	460		motif_107,motif_341,motif_35,motif_467,NA	
3860	cosine	3860	0	1	1	1	-1	motif_179,motif_232,motif_316,motif_431,motif_458,motif_467,motif_476	0	0
3861	cosine	4088	-17.9733	0	0.829387	0.57861	9	motif_199,motif_421	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199
3862	cosine	3862	0	1	1	1	-1	motif_341,motif_467	0	0
3863	cosine	4149	-22.0038	0	0.857007	0.490072	250	motif_18,motif_248	motif_18,motif_157,motif_207,motif_350,motif_248	motif_18,motif_248
3863	cosine	4150	-22.0051	0	0.838492	0.493473	250	motif_18,motif_28	motif_18,motif_157,motif_207,motif_350,motif_248	motif_18
3864	cosine	3864	0	1	1	1	-1	motif_105,motif_236,motif_90	0	0
3865	cosine	3963	-8.01184	0	0.782271	0.447848	313	motif_157,motif_207,motif_248,motif_266,motif_28,motif_342,motif_350	motif_350,motif_214,motif_248,motif_18,motif_207	motif_207,motif_248,motif_350
3866	cosine	3893	-2.01495	0	0.768224	0.41937	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3866	cosine	5410	-260.209	0	0.784429	0.528568	49	motif_342	motif_397,motif_360,motif_383,motif_230,motif_273	
3866	cosine	5411	-260.216	0	0.790129	0.460639	49	motif_127,motif_157,motif_342	motif_397,motif_360,motif_383,motif_230,motif_273	
3866	cosine	5412	-260.216	0	0.783815	0.526892	49	motif_342	motif_397,motif_360,motif_383,motif_230,motif_273	
3867	cosine	3867	0	1	1	1	-1	motif_341,motif_350,motif_74	0	0
3868	cosine	3868	0	1	1	1	-1	motif_413	0	0
3869	cosine	3869	0	1	1	1	-1	motif_218,motif_316,motif_464	0	0
387	cosine	387	0	1	1	1	-1	motif_117,motif_158,motif_192,motif_212,motif_249,motif_435,motif_76,motif_93	0	0
3870	cosine	4093	-17.0271	0	0.889928	0.439953	1004	motif_212	motif_212,NA,NA,NA,NA	motif_212
3873	cosine	3873	0	1	1	1	-1	motif_316,motif_79	0	0
3874	cosine	4094	-17.0264	0	0.690249	0.576941	354	motif_105,motif_458,motif_93	motif_105,motif_157,motif_393,motif_93,motif_458	motif_105,motif_458,motif_93
3875	cosine	3875	0	1	1	1	-1	motif_132,motif_148,motif_149,motif_157,motif_221,motif_250,motif_492,motif_81	0	0
3876	cosine	3876	0	1	1	1	-1	motif_144,motif_149,motif_458	0	0
3877	cosine	3877	0	1	1	1	-1	motif_111,motif_132,motif_144,motif_148,motif_257,motif_316,motif_318,motif_356,motif_476,motif_74,motif_81	0	0
3878	cosine	3878	0	1	1	1	-1	motif_132,motif_192,motif_254,motif_345,motif_356,motif_408,motif_458,motif_465,motif_491	0	0
3879	cosine	3879	0	1	1	1	-1	motif_17,motif_189,motif_192,motif_356,motif_447,motif_467	0	0
388	cosine	388	0	1	1	1	-1	motif_117,motif_155,motif_192,motif_249,motif_378,motif_447,motif_458,motif_90,motif_93	0	0
3880	cosine	3880	0	1	1	1	-1	motif_132,motif_148,motif_157,motif_250,motif_254,motif_393,motif_413,motif_476,motif_492	0	0
3881	cosine	3881	0	1	1	1	-1	motif_132,motif_148,motif_149,motif_157,motif_192,motif_254,motif_356,motif_458	0	0
3882	cosine	3882	0	1	1	1	-1	motif_149,motif_176,motif_221,motif_284,motif_318,motif_392,motif_92	0	0
3883	cosine	3883	0	1	1	1	-1	motif_152	0	0
3884	cosine	4048	-11.0053	0	0.878108	0.547363	171		motif_130,motif_199,motif_491,motif_458,motif_355	
3884	cosine	4072	-13.9796	0	0.836477	0.565849	171	motif_130	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130
3884	cosine	4114	-16.9581	0	0.87572	0.542546	171	motif_130	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130
3885	cosine	4438	-44.0259	0	0.853758	0.525117	326	motif_113	motif_113,NA,NA,NA,NA	motif_113
3885	cosine	4782	-88.0508	0	0.831595	0.511065	326	motif_113	motif_113,NA,NA,NA,NA	motif_113
3886	cosine	4265	-28.0341	0	0.842414	0.533019	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3886	cosine	4555	-56.0659	0	0.834473	0.552972	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3887	cosine	4554	-56.0622	0	0.692367	0.415477	71	motif_18,motif_191,motif_194,motif_251	motif_18,motif_191,motif_105,motif_194,motif_350	motif_18,motif_191,motif_194
3887	cosine	5020	-134.11	0	0.712863	0.48584	71	motif_18,motif_191,motif_194	motif_18,motif_191,motif_105,motif_194,motif_350	motif_18,motif_191,motif_194
3888	cosine	3912	-2.01483	0	0.763119	0.532207	48	motif_105,motif_393	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4064	-12.0432	0	0.742655	0.518531	48	motif_250,motif_393,motif_458	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4108	-16.0338	0	0.739736	0.578746	48	motif_393,motif_42	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4264	-28.025	0	0.831656	0.569285	48	motif_250,motif_393,motif_42,motif_458	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4302	-31.9903	0	0.774385	0.523388	48	motif_105,motif_250,motif_393,motif_42	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4582	-60.0164	0	0.757384	0.541185	48	motif_250,motif_393,motif_42	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4584	-60.0211	0	0.754951	0.540568	48	motif_250,motif_393,motif_42	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4765	-84.0972	0	0.803542	0.560707	48	motif_250,motif_393,motif_42,motif_458	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4784	-88.0512	0	0.812429	0.57868	48	motif_393,motif_42,motif_458	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3888	cosine	4940	-116.103	0	0.75417	0.55713	48	motif_250,motif_393	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393
3889	cosine	3889	0	1	1	1	-1	motif_245	0	0
389	cosine	4136	-276.282	0	0.738098	0.513347	48		motif_431,motif_393,motif_319,motif_157,motif_266	
389	cosine	4137	-276.283	0	0.758102	0.522903	48	motif_197	motif_431,motif_393,motif_319,motif_157,motif_266	
389	cosine	4496	-308.265	0	0.737701	0.535482	48		motif_431,motif_393,motif_319,motif_157,motif_266	
389	cosine	4723	-336.304	0	0.738149	0.546413	48		motif_431,motif_393,motif_319,motif_157,motif_266	
389	cosine	4882	-364.319	0	0.68363	0.493944	48		motif_431,motif_393,motif_319,motif_157,motif_266	
3891	cosine	4267	-28.0356	0	0.725562	0.466094	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3891	cosine	4586	-60.0233	0	0.678591	0.478806	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3892	cosine	3893	-0.00195312	0	0.770101	0.443247	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3894	cosine	3894	0	1	1	1	-1	motif_212,motif_492,motif_74	0	0
3895	cosine	3895	0	1	1	1	-1	motif_162,motif_356	0	0
3896	cosine	3896	0	1	1	1	-1	motif_11,motif_197,motif_350,motif_467	0	0
3897	cosine	3897	0	1	1	1	-1	motif_105,motif_17,motif_190	0	0
3898	cosine	4130	-17.0381	0	0.743086	0.406341	1556	motif_31	motif_31,NA,NA,NA,NA	motif_31
39	cosine	39	0	1	1	1	-1	motif_341	0	0
390	cosine	390	0	1	1	1	-1	motif_217,motif_350	0	0
3900	cosine	3900	0	1	1	1	-1	motif_291	0	0
3901	cosine	3901	0	1	1	1	-1	motif_216,motif_350	0	0
3905	cosine	4123	-15.9938	0	0.798111	0.445942	4		motif_149,motif_250,motif_132,motif_167,motif_148	
3905	cosine	4247	-24.9822	0	0.799137	0.499133	4	motif_148,motif_149,motif_250	motif_149,motif_250,motif_132,motif_167,motif_148	motif_148,motif_149,motif_250
3905	cosine	4248	-24.9826	0	0.819007	0.560703	4	motif_149,motif_250	motif_149,motif_250,motif_132,motif_167,motif_148	motif_149,motif_250
3906	cosine	3906	0	1	1	1	-1	motif_132,motif_148,motif_218,motif_323,motif_356,motif_408,motif_458	0	0
3907	cosine	3908	-0.000793457	0	0.86199	0.5727	5	motif_132,motif_148,motif_492	motif_148,motif_492,motif_218,motif_132,motif_356	motif_132,motif_148,motif_492
3907	cosine	4022	-7.96686	0	0.892611	0.582829	5	motif_148,motif_492	motif_148,motif_492,motif_218,motif_132,motif_356	motif_148,motif_492
3907	cosine	4278	-28.0306	0	0.820423	0.519568	5	motif_132,motif_148,motif_218,motif_492	motif_148,motif_492,motif_218,motif_132,motif_356	motif_132,motif_148,motif_218,motif_492
3908	cosine	4022	-7.96606	0	0.879359	0.57239	5	motif_148,motif_492	motif_148,motif_492,motif_218,motif_132,motif_356	motif_148,motif_492
3908	cosine	4278	-28.0298	0	0.828395	0.533458	5	motif_132,motif_148,motif_492	motif_148,motif_492,motif_218,motif_132,motif_356	motif_132,motif_148,motif_492
3909	cosine	3910	-0.00012207	0	0.842044	0.445403	1019		NA,NA,NA,NA,NA	
391	cosine	391	0	1	1	1	-1		0	0
3911	cosine	3911	0	1	1	1	-1		0	0
3912	cosine	4108	-14.0189	0	0.747449	0.507425	48	motif_393,motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393,motif_431
3912	cosine	4137	-16.035	0	0.715584	0.537479	48	motif_105	motif_431,motif_393,motif_319,motif_157,motif_266	
3912	cosine	4322	-31.9897	0	0.747718	0.510492	48	motif_105,motif_393,motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393,motif_431
3912	cosine	4596	-60.0181	0	0.714895	0.474374	48	motif_105,motif_393,motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393,motif_431
3912	cosine	4597	-60.0213	0	0.707017	0.535111	48	motif_393,motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_393,motif_431
3913	cosine	4077	-12.0349	0	0.794323	0.526451	48	motif_157,motif_319,motif_342	motif_431,motif_393,motif_319,motif_157,motif_266	motif_157,motif_319
3913	cosine	4289	-28.0336	0	0.866499	0.449164	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3913	cosine	4565	-56.061	0	0.843899	0.562934	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3913	cosine	4567	-56.0616	0	0.843899	0.562934	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3913	cosine	4774	-84.1059	0	0.831145	0.539677	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3914	cosine	4154	-18.0093	0	0.723401	0.425305	1188		NA,NA,NA,NA,NA	
3916	cosine	4290	-28.0356	0	0.751748	0.56803	48	motif_346	motif_431,motif_393,motif_319,motif_157,motif_266	
3916	cosine	4460	-44.0322	0	0.66711	0.47031	48	motif_319	motif_431,motif_393,motif_319,motif_157,motif_266	motif_319
3916	cosine	4696	-72.0612	0	0.677257	0.467397	48	motif_105	motif_431,motif_393,motif_319,motif_157,motif_266	
3917	cosine	3919	-0.0214844	0	0.673252	0.420517	692		motif_280,motif_158,NA,NA,NA	
3917	cosine	4569	-56.0645	0	0.704951	0.46779	692		motif_280,motif_158,NA,NA,NA	
3917	cosine	4941	-114.085	0	0.649668	0.453082	692		motif_280,motif_158,NA,NA,NA	
3917	cosine	4953	-116.108	0	0.629886	0.469922	692		motif_280,motif_158,NA,NA,NA	
3919	cosine	4588	-58.0462	0	0.667504	0.410047	692		motif_280,motif_158,NA,NA,NA	
3919	cosine	4941	-114.063	0	0.610971	0.417559	692		motif_280,motif_158,NA,NA,NA	
3919	cosine	4953	-116.086	0	0.607563	0.404387	692		motif_280,motif_158,NA,NA,NA	
392	cosine	392	0	1	1	1	-1	motif_135,motif_158,motif_18,motif_345,motif_360,motif_387,motif_447,motif_5	0	0
3920	cosine	3947	-2.01593	0	0.818332	0.555355	20	motif_162,motif_25,motif_316,motif_400,motif_413	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_316,motif_400
3920	cosine	4228	-21.9896	0	0.828679	0.518776	20	motif_162,motif_25,motif_400	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_400
3921	cosine	3921	0	1	1	1	-1	motif_17,motif_217,motif_305,motif_4,motif_88,motif_95	0	0
3922	cosine	3922	0	1	1	1	-1	motif_105,motif_129,motif_393,motif_415,motif_66,motif_90	0	0
3923	cosine	3923	0	1	1	1	-1	motif_129,motif_283,motif_55	0	0
3925	cosine	3925	0	1	1	1	-1	motif_216,motif_95	0	0
3926	cosine	3926	0	1	1	1	-1	motif_157,motif_20,motif_230,motif_282,motif_342	0	0
3927	cosine	4122	-14.0152	0	0.856379	0.426384	55	motif_64,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
3928	cosine	3928	0	1	1	1	-1	motif_167,motif_179,motif_299,motif_381	0	0
3929	cosine	4492	-45.9838	0	0.786605	0.612718	55	motif_173	motif_78,motif_199,motif_427,motif_44,motif_255	
393	cosine	1449	-84.0907	0	0.812167	0.436369	49	motif_280	motif_397,motif_360,motif_383,motif_230,motif_273	
393	cosine	610	-28.0305	0	0.834594	0.474445	49	motif_158,motif_280,motif_360,motif_50	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
393	cosine	611	-28.0305	0	0.822551	0.442061	49	motif_158,motif_280,motif_360,motif_50	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
393	cosine	991	-56.0615	0	0.803583	0.476582	49	motif_158,motif_280,motif_360,motif_50	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
3930	cosine	3930	0	1	1	1	-1	motif_159,motif_199,motif_255,motif_277,motif_421,motif_424	0	0
3931	cosine	4469	-43.9813	0	0.643116	0.456274	450	motif_250	motif_250,motif_159,NA,NA,NA	motif_250
3932	cosine	3932	0	1	1	1	-1	motif_192,motif_254,motif_323,motif_42,motif_435,motif_79,motif_93	0	0
3935	cosine	4128	-13.9849	0	0.768539	0.528425	1549		motif_110,NA,NA,NA,NA	
