CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
3685	cosine	4278	-46.0806	0	0.83567	0.482818	5	motif_148,motif_218	motif_148,motif_492,motif_218,motif_132,motif_356	motif_148,motif_218
3686	cosine	3686	0	1	1	1	-1	motif_132,motif_148,motif_149,motif_157,motif_187,motif_211,motif_250,motif_458	0	0
3687	cosine	3687	0	1	1	1	-1	motif_132,motif_148,motif_149,motif_176,motif_187,motif_221,motif_458	0	0
3689	cosine	3689	0	1	1	1	-1	motif_132,motif_148,motif_211,motif_356	0	0
369	cosine	786	-42.9951	0	0.815601	0.526552	65	motif_221	motif_221,motif_294,motif_458,motif_149,motif_192	motif_221
3690	cosine	3690	0	1	1	1	-1	motif_39,motif_424	0	0
3692	cosine	3692	0	1	1	1	-1	motif_192,motif_256,motif_447,motif_461	0	0
3693	cosine	4123	-33.9841	0	0.802881	0.550485	4	motif_111,motif_316,motif_413,motif_476	motif_149,motif_250,motif_132,motif_167,motif_148	
3694	cosine	3694	0	1	1	1	-1	motif_105,motif_157,motif_306,motif_345,motif_393,motif_458,motif_90	0	0
3695	cosine	3871	-14.9652	0	0.723189	0.51861	354	motif_105	motif_105,motif_157,motif_393,motif_93,motif_458	motif_105
3696	cosine	4094	-31.9918	0	0.71432	0.563892	354	motif_105,motif_393	motif_105,motif_157,motif_393,motif_93,motif_458	motif_105,motif_393
3697	cosine	3697	0	1	1	1	-1	motif_186	0	0
3698	cosine	3698	0	1	1	1	-1	motif_186,motif_197,motif_39,motif_461	0	0
3699	cosine	3700	-0.00524902	0	0.757482	0.420041	2203		NA,NA,NA,NA,NA	
37	cosine	37	0	1	1	1	-1	motif_415	0	0
3702	cosine	3702	0	1	1	1	-1	motif_248,motif_298,motif_363,motif_42	0	0
3703	cosine	3841	-12.0001	0	0.779099	0.517419	117	motif_342	motif_342,motif_298,motif_300,motif_157,motif_18	motif_342
3703	cosine	5108	-170.096	0	0.717647	0.517896	117	motif_157,motif_18,motif_298	motif_342,motif_298,motif_300,motif_157,motif_18	motif_157,motif_18,motif_298
3703	cosine	5110	-170.097	0	0.705277	0.503233	117	motif_298,motif_342	motif_342,motif_298,motif_300,motif_157,motif_18	motif_298,motif_342
3703	cosine	5125	-172.109	0	0.766868	0.554701	117	motif_298,motif_342	motif_342,motif_298,motif_300,motif_157,motif_18	motif_298,motif_342
3703	cosine	5126	-172.11	0	0.732511	0.514719	117	motif_342	motif_342,motif_298,motif_300,motif_157,motif_18	motif_342
3703	cosine	5128	-172.113	0	0.749918	0.548636	117		motif_342,motif_298,motif_300,motif_157,motif_18	
3704	cosine	3704	0	1	1	1	-1	motif_157,motif_18,motif_321,motif_350,motif_7	0	0
3705	cosine	3705	0	1	1	1	-1		0	0
3706	cosine	3706	0	1	1	1	-1	motif_132,motif_148,motif_149,motif_356	0	0
3708	cosine	3708	0	1	1	1	-1	motif_148,motif_149,motif_356,motif_458,motif_465	0	0
3709	cosine	3709	0	1	1	1	-1	motif_132,motif_157,motif_167,motif_192,motif_447,motif_93	0	0
371	cosine	371	0	1	1	1	-1		0	0
3710	cosine	3924	-18.0402	0	0.624192	0.544004	1375	motif_157,motif_88	motif_157,motif_88,NA,NA,NA	motif_157,motif_88
3712	cosine	3713	-0.000427246	0	0.849345	0.585334	9	motif_458	motif_199,motif_154,motif_308,motif_255,motif_249	
3712	cosine	3720	-0.142761	0	0.825445	0.611745	9	motif_421,motif_458,motif_78	motif_199,motif_154,motif_308,motif_255,motif_249	
3713	cosine	4470	-62.0844	0	0.823402	0.603339	9	motif_299	motif_199,motif_154,motif_308,motif_255,motif_249	
3714	cosine	3714	0	1	1	1	-1		0	0
3715	cosine	4071	-28.03	0	0.832411	0.575647	1212	motif_192,motif_458	motif_458,motif_192,motif_254,motif_218,NA	motif_192,motif_458
3716	cosine	3716	0	1	1	1	-1	motif_133,motif_424	0	0
3717	cosine	3717	0	1	1	1	-1	motif_121,motif_199,motif_295,motif_297,motif_308,motif_341,motif_467,motif_476,motif_90	0	0
3718	cosine	3861	-12.0003	0	0.865665	0.571938	9	motif_199,motif_255,motif_421,motif_458	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199,motif_255
3718	cosine	3994	-21.983	0	0.856989	0.62449	9	motif_199,motif_255	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199,motif_255
3718	cosine	3996	-21.9841	0	0.856833	0.623512	9	motif_199,motif_255	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199,motif_255
3718	cosine	4258	-42.0825	0	0.869581	0.575103	9	motif_199,motif_421	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199
3719	cosine	3884	-14.0515	0	0.829185	0.517896	171		motif_130,motif_199,motif_491,motif_458,motif_355	
3719	cosine	4072	-28.0311	0	0.885698	0.578859	171	motif_355	motif_130,motif_199,motif_491,motif_458,motif_355	motif_355
3719	cosine	4412	-56.0614	0	0.866622	0.582047	171	motif_355,motif_6	motif_130,motif_199,motif_491,motif_458,motif_355	motif_355
3719	cosine	4663	-84.0923	0	0.882128	0.507019	171		motif_130,motif_199,motif_491,motif_458,motif_355	
3720	cosine	4258	-42.0103	0	0.850124	0.527063	9	motif_421	motif_199,motif_154,motif_308,motif_255,motif_249	
3721	cosine	3722	-0.000549316	0	0.858434	0.406776	56	motif_216,motif_248,motif_350	motif_216,motif_350,motif_248,motif_169,motif_224	motif_216,motif_248,motif_350
3723	cosine	3741	-2.02185	0	0.727918	0.486632	49	motif_158,motif_360	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
3723	cosine	4245	-40.0383	0	0.723353	0.435031	49	motif_315	motif_397,motif_360,motif_383,motif_230,motif_273	
3724	cosine	4825	-110.116	0	0.841946	0.609472	1382	motif_146,motif_157,motif_169,motif_18,motif_350	motif_18,motif_350,motif_146,motif_157,motif_169	motif_146,motif_157,motif_169,motif_18,motif_350
3726	cosine	3726	0	1	1	1	-1	motif_32	0	0
3727	cosine	3929	-17.0325	0	0.886154	0.649842	55	motif_173	motif_78,motif_199,motif_427,motif_44,motif_255	
3727	cosine	4492	-63.0163	0	0.810724	0.641195	55	motif_173	motif_78,motif_199,motif_427,motif_44,motif_255	
3728	cosine	3728	0	1	1	1	-1	motif_129,motif_18	0	0
3729	cosine	3729	0	1	1	1	-1	motif_413	0	0
373	cosine	1449	-86.1066	0	0.775927	0.494215	49		motif_397,motif_360,motif_383,motif_230,motif_273	
373	cosine	393	-2.01593	0	0.792779	0.415163	49	motif_360,motif_50	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
373	cosine	610	-30.0464	0	0.801144	0.46527	49	motif_360,motif_414,motif_50	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
373	cosine	611	-30.0464	0	0.783357	0.459777	49	motif_360,motif_50	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
3730	cosine	3938	-17.0349	0	0.719053	0.508827	1547	motif_114,motif_157,motif_306	motif_114,motif_157,motif_306,NA,NA	motif_114,motif_157,motif_306
3731	cosine	3734	-0.0043335	0	0.818891	0.602515	2	motif_92	motif_92,motif_458,motif_149,motif_148,motif_492	motif_92
3731	cosine	4026	-21.9886	0	0.823995	0.579166	2	motif_458,motif_92	motif_92,motif_458,motif_149,motif_148,motif_492	motif_458,motif_92
3731	cosine	4027	-21.9891	0	0.890757	0.649024	2	motif_458,motif_92	motif_92,motif_458,motif_149,motif_148,motif_492	motif_458,motif_92
3731	cosine	4277	-42.0142	0	0.805703	0.551191	2	motif_392,motif_92	motif_92,motif_458,motif_149,motif_148,motif_492	motif_92
3732	cosine	4028	-21.987	0	0.793974	0.474507	3	motif_256,motif_327	motif_327,motif_256,motif_254,motif_306,motif_39	motif_256,motif_327
3732	cosine	4239	-37.9816	0	0.813667	0.404253	3	motif_327	motif_327,motif_256,motif_254,motif_306,motif_39	motif_327
3733	cosine	3733	0	1	1	1	-1	motif_12,motif_162,motif_249,motif_297,motif_356,motif_375,motif_400,motif_413,motif_443,motif_458,motif_92	0	0
3734	cosine	4026	-21.9843	0	0.877266	0.58933	2	motif_27,motif_360,motif_492,motif_92	motif_92,motif_458,motif_149,motif_148,motif_492	motif_492,motif_92
3734	cosine	4027	-21.9848	0	0.822614	0.613294	2	motif_92	motif_92,motif_458,motif_149,motif_148,motif_492	motif_92
3734	cosine	4277	-42.0098	0	0.80146	0.559894	2	motif_92	motif_92,motif_458,motif_149,motif_148,motif_492	motif_92
3735	cosine	3735	0	1	1	1	-1	motif_157,motif_17,motif_18,motif_248,motif_350,motif_445,motif_454,motif_95	0	0
3736	cosine	5512	-315.318	0	0.823399	0.459164	56	motif_169,motif_216	motif_216,motif_350,motif_248,motif_169,motif_224	motif_169,motif_216
3737	cosine	3761	-2.01538	0	0.828859	0.425971	250		motif_18,motif_157,motif_207,motif_350,motif_248	
3738	cosine	3738	0	1	1	1	-1	motif_129,motif_18,motif_248,motif_350,motif_418,motif_431,motif_454	0	0
3739	cosine	3739	0	1	1	1	-1	motif_125,motif_136,motif_157,motif_19,motif_248,motif_350,motif_454,motif_95	0	0
374	cosine	374	0	1	1	1	-1		0	0
3740	cosine	4133	-30.0466	0	0.754278	0.485567	49	motif_157,motif_360	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360
3741	cosine	3893	-11.9989	0	0.768978	0.480722	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3741	cosine	4245	-38.0165	0	0.739261	0.476239	49	motif_397	motif_397,motif_360,motif_383,motif_230,motif_273	motif_397
3742	cosine	3742	0	1	1	1	-1		0	0
3743	cosine	3743	0	1	1	1	-1	motif_105,motif_169,motif_178,motif_18,motif_207,motif_350,motif_5,motif_70	0	0
3744	cosine	3744	0	1	1	1	-1	motif_165,motif_178,motif_18,motif_213,motif_214,motif_342,motif_95	0	0
3745	cosine	3746	-0.00518799	0	1	1	274	motif_136,motif_157,motif_17,motif_190,motif_216,motif_464	motif_136,motif_157,motif_17,motif_190,motif_216	motif_136,motif_157,motif_17,motif_190,motif_216
3748	cosine	3748	0	1	1	1	-1	motif_216,motif_224,motif_350,motif_464,motif_5	0	0
3749	cosine	3777	-2.01788	0	0.801012	0.567806	55		motif_78,motif_199,motif_427,motif_44,motif_255	
3749	cosine	3927	-14.017	0	0.890176	0.552184	55	motif_64,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
3749	cosine	4122	-28.0322	0	0.840465	0.483043	55	motif_64,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
375	cosine	1091	-66.083	0	0.745041	0.401466	17	motif_103	motif_103,motif_360,motif_158,motif_150,motif_135	motif_103
375	cosine	556	-24.0385	0	0.771076	0.520549	17	motif_103	motif_103,motif_360,motif_158,motif_150,motif_135	motif_103
375	cosine	587	-28.0304	0	0.751184	0.533129	17	motif_103,motif_135,motif_19	motif_103,motif_360,motif_158,motif_150,motif_135	motif_103,motif_135
375	cosine	715	-38.0513	0	0.751882	0.430037	17	motif_103	motif_103,motif_360,motif_158,motif_150,motif_135	motif_103
375	cosine	717	-38.053	0	0.745421	0.545484	17	motif_103	motif_103,motif_360,motif_158,motif_150,motif_135	motif_103
3750	cosine	3777	-2.01697	0	0.825431	0.468604	55		motif_78,motif_199,motif_427,motif_44,motif_255	
3750	cosine	3927	-14.0161	0	0.909894	0.538016	55	motif_64,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
3751	cosine	4591	-72.0192	0	0.853292	0.604649	19	motif_118,motif_316,motif_458,motif_476	motif_413,motif_458,motif_476,motif_162,motif_316	motif_316,motif_458,motif_476
3752	cosine	4298	-42.0102	0	0.741986	0.559656	449		motif_199,motif_276,motif_78,NA,NA	
3753	cosine	3931	-14.0128	0	0.672337	0.51443	450	motif_250	motif_250,motif_159,NA,NA,NA	motif_250
3754	cosine	4655	-78.1185	0	0.683684	0.517132	325	motif_157,motif_18	motif_157,motif_18,NA,NA,NA	motif_157,motif_18
3756	cosine	3756	0	1	1	1	-1	motif_31,motif_346	0	0
3757	cosine	3940	-14.0134	0	0.750995	0.420133	49	motif_431	motif_397,motif_360,motif_383,motif_230,motif_273	
3757	cosine	4131	-28.0333	0	0.72622	0.519096	49	motif_431	motif_397,motif_360,motif_383,motif_230,motif_273	
3757	cosine	4306	-42.0482	0	0.752997	0.544857	49	motif_251,motif_431	motif_397,motif_360,motif_383,motif_230,motif_273	
3758	cosine	3863	-7.96985	0	0.841495	0.498102	250	motif_178,motif_18,motif_248	motif_18,motif_157,motif_207,motif_350,motif_248	motif_18,motif_248
3758	cosine	4149	-29.9736	0	0.853572	0.420056	250	motif_146,motif_157,motif_18,motif_207,motif_248	motif_18,motif_157,motif_207,motif_350,motif_248	motif_157,motif_18,motif_207,motif_248
3758	cosine	4150	-29.975	0	0.83956	0.424828	250	motif_146,motif_157,motif_18,motif_207,motif_342,motif_350	motif_18,motif_157,motif_207,motif_350,motif_248	motif_157,motif_18,motif_207,motif_350
3758	cosine	4182	-32.0052	0	0.824273	0.571461	250	motif_178,motif_18,motif_248,motif_350,motif_464	motif_18,motif_157,motif_207,motif_350,motif_248	motif_18,motif_248,motif_350
3759	cosine	3759	0	1	1	1	-1	motif_169,motif_224,motif_248,motif_305,motif_342,motif_454	0	0
376	cosine	376	0	1	1	1	-1	motif_447,motif_8	0	0
3760	cosine	3790	-2.01611	0	0.762919	0.585083	891	motif_146,motif_17,motif_18,motif_197,motif_216,motif_224,motif_305,motif_350	motif_146,motif_17,motif_18,motif_197,motif_216	motif_146,motif_17,motif_18,motif_197,motif_216
3761	cosine	3789	-2.01556	0	0.902524	0.58089	250		motif_18,motif_157,motif_207,motif_350,motif_248	
3761	cosine	4038	-20.0332	0	0.830777	0.563274	250		motif_18,motif_157,motif_207,motif_350,motif_248	
3761	cosine	4149	-29.9713	0	0.855376	0.549139	250		motif_18,motif_157,motif_207,motif_350,motif_248	
3761	cosine	4151	-29.9728	0	0.874509	0.528749	250		motif_18,motif_157,motif_207,motif_350,motif_248	
3762	cosine	3762	0	1	1	1	-1	motif_18,motif_224,motif_235,motif_248,motif_342,motif_345,motif_350,motif_454	0	0
3763	cosine	3763	0	1	1	1	-1	motif_146,motif_157,motif_178,motif_18,motif_197,motif_207,motif_235,motif_248,motif_350,motif_464	0	0
3764	cosine	3974	-16.0226	0	0.710499	0.501148	2234	motif_146,motif_216,motif_224,motif_236,motif_350	motif_146,motif_216,motif_224,motif_236,motif_350	motif_146,motif_216,motif_224,motif_236,motif_350
3765	cosine	3765	0	1	1	1	-1	motif_105,motif_129,motif_207,motif_248,motif_342,motif_346,motif_95	0	0
3766	cosine	4133	-28.0284	0	0.758942	0.438744	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3767	cosine	3767	0	1	1	1	-1	motif_264,motif_283	0	0
3769	cosine	3769	0	1	1	1	-1	motif_192	0	0
377	cosine	377	0	1	1	1	-1	motif_373	0	0
3770	cosine	3920	-11.9999	0	0.810759	0.551842	20	motif_162,motif_25,motif_400	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_400
3770	cosine	3947	-14.0158	0	0.813756	0.539764	20	motif_162,motif_25,motif_400	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_400
3770	cosine	4228	-33.9894	0	0.823963	0.500433	20	motif_162,motif_25,motif_400	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_400
3771	cosine	3920	-11.9995	0	0.851617	0.418869	20	motif_162,motif_25,motif_316,motif_400,motif_413	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_316,motif_400
3771	cosine	3947	-14.0154	0	0.851434	0.430557	20	motif_162,motif_25,motif_316,motif_400,motif_413	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_316,motif_400
3771	cosine	4228	-33.989	0	0.867022	0.464718	20	motif_162,motif_25,motif_400	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_400
3771	cosine	4398	-49.9782	0	0.81155	0.458007	20	motif_162,motif_25,motif_400	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_25,motif_400
3771	cosine	4422	-51.9965	0	0.811411	0.546974	20	motif_162,motif_316,motif_400,motif_413	motif_162,motif_400,motif_111,motif_25,motif_316	motif_162,motif_316,motif_400
3772	cosine	3772	0	1	1	1	-1	motif_12,motif_17,motif_316,motif_400,motif_74	0	0
3773	cosine	3773	0	1	1	1	-1	motif_162,motif_341,motif_413	0	0
3774	cosine	3774	0	1	1	1	-1	motif_128,motif_282,motif_29,motif_366	0	0
3775	cosine	3775	0	1	1	1	-1	motif_129,motif_157,motif_169,motif_350	0	0
3776	cosine	3787	-0.985901	0	0.824975	0.419384	56	motif_18,motif_248,motif_350	motif_216,motif_350,motif_248,motif_169,motif_224	motif_248,motif_350
3777	cosine	4144	-28.0306	0	0.835376	0.563711	55	motif_485	motif_78,motif_199,motif_427,motif_44,motif_255	
3778	cosine	3850	-5.95349	0	0.873648	0.569392	9	motif_255,motif_308,motif_348,motif_491	motif_199,motif_154,motif_308,motif_255,motif_249	motif_255,motif_308
3778	cosine	4147	-28.0316	0	0.845968	0.592081	9	motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3778	cosine	4317	-42.0464	0	0.837259	0.59731	9	motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3778	cosine	4384	-48.0024	0	0.828761	0.525956	9	motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3778	cosine	4532	-62.0163	0	0.855821	0.502714	9	motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_308
3779	cosine	3779	0	1	1	1	-1	motif_163,motif_249,motif_254,motif_447	0	0
378	cosine	378	0	1	1	1	-1	motif_283,motif_356	0	0
3780	cosine	3851	-5.95392	0	0.893032	0.544685	9	motif_144,motif_199,motif_308	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199,motif_308
3780	cosine	3996	-16.0311	0	0.846739	0.590227	9	motif_199	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199
3780	cosine	4258	-36.1295	0	0.852924	0.626242	9	motif_199	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199
3780	cosine	4410	-50.0154	0	0.884979	0.651944	9	motif_249	motif_199,motif_154,motif_308,motif_255,motif_249	motif_249
3780	cosine	4434	-52.0321	0	0.900741	0.593397	9	motif_249	motif_199,motif_154,motif_308,motif_255,motif_249	motif_249
3781	cosine	3781	0	1	1	1	-1	motif_107,motif_12,motif_157,motif_162,motif_18,motif_297,motif_321,motif_400,motif_467,motif_66	0	0
3783	cosine	3810	-2.01465	0	0.89712	0.55667	644	motif_31	motif_31,motif_107,NA,NA,NA	motif_31
3785	cosine	3785	0	1	1	1	-1	motif_157,motif_209,motif_342,motif_439,motif_93	0	0
3786	cosine	3940	-11.9985	0	0.757474	0.430825	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3786	cosine	3967	-14.0146	0	0.741148	0.510611	49	motif_397	motif_397,motif_360,motif_383,motif_230,motif_273	motif_397
3786	cosine	4131	-26.0184	0	0.738932	0.559664	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3786	cosine	4153	-28.0312	0	0.726587	0.550883	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3786	cosine	4306	-40.0332	0	0.745813	0.550266	49	motif_251	motif_397,motif_360,motif_383,motif_230,motif_273	
3786	cosine	4328	-42.0485	0	0.76113	0.423604	49	motif_251	motif_397,motif_360,motif_383,motif_230,motif_273	
3787	cosine	3791	-0.00415039	0	0.843062	0.431633	56	motif_216,motif_248,motif_350	motif_216,motif_350,motif_248,motif_169,motif_224	motif_216,motif_248,motif_350
3788	cosine	3788	0	1	1	1	-1	motif_169,motif_185,motif_214,motif_216,motif_348	0	0
3789	cosine	4038	-18.0176	0	0.822335	0.553942	250	motif_28,motif_350	motif_18,motif_157,motif_207,motif_350,motif_248	motif_350
3789	cosine	4149	-27.9557	0	0.848721	0.552607	250	motif_146,motif_18,motif_207,motif_248	motif_18,motif_157,motif_207,motif_350,motif_248	motif_18,motif_207,motif_248
3789	cosine	4151	-27.9572	0	0.884547	0.522898	250	motif_146,motif_18,motif_207,motif_248,motif_350	motif_18,motif_157,motif_207,motif_350,motif_248	motif_18,motif_207,motif_248,motif_350
3789	cosine	4721	-86.0369	0	0.882712	0.540306	250		motif_18,motif_157,motif_207,motif_350,motif_248	
379	cosine	379	0	1	1	1	-1	motif_331,motif_469,motif_492	0	0
3792	cosine	4135	-26.0164	0	0.747752	0.446625	319	motif_346,motif_383,motif_397	motif_129,motif_383,motif_397,motif_109,motif_157	motif_383,motif_397
3793	cosine	3793	0	1	1	1	-1	motif_56	0	0
3794	cosine	3981	-14.0153	0	0.783626	0.539345	4	motif_132,motif_148,motif_149,motif_250	motif_149,motif_250,motif_132,motif_167,motif_148	motif_132,motif_148,motif_149,motif_250
3794	cosine	4248	-33.9851	0	0.80911	0.43613	4	motif_132,motif_149,motif_250	motif_149,motif_250,motif_132,motif_167,motif_148	motif_132,motif_149,motif_250
3795	cosine	3795	0	1	1	1	-1		0	0
3797	cosine	3797	0	1	1	1	-1	motif_381	0	0
3799	cosine	4266	-35.0286	0	0.596487	0.496348	1308	motif_31	motif_31,motif_224,motif_216,motif_264,NA	motif_31
38	cosine	38	0	1	1	1	-1	motif_316	0	0
380	cosine	380	0	1	1	1	-1	motif_266,motif_319,motif_79,motif_90	0	0
3801	cosine	4051	-18.0168	0	0.701306	0.408132	810	motif_125,motif_350	motif_125,motif_350,NA,NA,NA	motif_125,motif_350
3802	cosine	3819	-1.00232	0	0.76866	0.538312	7	motif_335	motif_335,motif_100,motif_162,motif_258,motif_413	motif_335
3802	cosine	4020	-16.0024	0	0.800824	0.498288	7	motif_335	motif_335,motif_100,motif_162,motif_258,motif_413	motif_335
3802	cosine	4046	-17.0261	0	0.842101	0.503878	7	motif_144,motif_335	motif_335,motif_100,motif_162,motif_258,motif_413	motif_335
3802	cosine	4190	-29.0276	0	0.715226	0.562222	7	motif_335	motif_335,motif_100,motif_162,motif_258,motif_413	motif_335
3803	cosine	3957	-12.0216	0	0.532211	0.407969	812		motif_162,NA,NA,NA,NA	
3804	cosine	3804	0	1	1	1	-1	motif_121,motif_179,motif_205,motif_299,motif_341,motif_377,motif_450,motif_458,motif_467,motif_62,motif_90	0	0
3805	cosine	3805	0	1	1	1	-1	motif_256,motif_327	0	0
3806	cosine	3832	-2.01373	0	0.806754	0.533378	2	motif_132,motif_149,motif_458,motif_492	motif_92,motif_458,motif_149,motif_148,motif_492	motif_149,motif_458,motif_492
3807	cosine	3807	0	1	1	1	-1	motif_144,motif_162,motif_218,motif_257,motif_74	0	0
3808	cosine	3837	-2.01709	0	0.866109	0.553463	9		motif_199,motif_154,motif_308,motif_255,motif_249	
3808	cosine	3995	-14.0164	0	0.874988	0.497052	9	motif_17,motif_199,motif_421	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199
3808	cosine	4176	-28.0312	0	0.868609	0.490217	9	motif_199	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199
3808	cosine	4177	-28.0317	0	0.862854	0.512014	9	motif_17,motif_199	motif_199,motif_154,motif_308,motif_255,motif_249	motif_199
3808	cosine	4410	-48.001	0	0.873913	0.474604	9	motif_17	motif_199,motif_154,motif_308,motif_255,motif_249	
381	cosine	382	-3.05176e-05	0	0.796477	0.613654	107	motif_254,motif_343,motif_393	motif_306,motif_393,motif_157,motif_90,motif_458	motif_393
381	cosine	383	-0.000366211	0	0.819082	0.612406	107	motif_157,motif_254,motif_393,motif_42,motif_458	motif_306,motif_393,motif_157,motif_90,motif_458	motif_157,motif_393,motif_458
381	cosine	396	-2.01459	0	0.798556	0.531509	107	motif_157,motif_393,motif_42,motif_458	motif_306,motif_393,motif_157,motif_90,motif_458	motif_157,motif_393,motif_458
381	cosine	404	-3.99475	0	0.721369	0.566202	107	motif_393	motif_306,motif_393,motif_157,motif_90,motif_458	motif_393
381	cosine	503	-18.0107	0	0.76924	0.614212	107	motif_393,motif_42,motif_458	motif_306,motif_393,motif_157,motif_90,motif_458	motif_393,motif_458
3811	cosine	4136	-24.0765	0	0.732052	0.53518	48	motif_266	motif_431,motif_393,motif_319,motif_157,motif_266	motif_266
3811	cosine	4459	-52.0971	0	0.661375	0.488146	48	motif_266	motif_431,motif_393,motif_319,motif_157,motif_266	motif_266
3811	cosine	4496	-56.0593	0	0.746373	0.473343	48	motif_266	motif_431,motif_393,motif_319,motif_157,motif_266	motif_266
3811	cosine	4723	-84.0981	0	0.717556	0.441108	48	motif_266	motif_431,motif_393,motif_319,motif_157,motif_266	motif_266
3811	cosine	4882	-112.113	0	0.716116	0.476174	48	motif_266	motif_431,motif_393,motif_319,motif_157,motif_266	motif_266
3812	cosine	4500	-56.051	0	0.665223	0.446622	643	motif_31,motif_367	motif_31,motif_367,NA,NA,NA	motif_31,motif_367
3813	cosine	3842	-2.0166	0	0.798581	0.434778	49	motif_360,motif_397	motif_397,motif_360,motif_383,motif_230,motif_273	motif_360,motif_397
3813	cosine	3866	-4.03003	0	0.786646	0.554595	49	motif_157	motif_397,motif_360,motif_383,motif_230,motif_273	
3813	cosine	3893	-6.04498	0	0.748498	0.420709	49		motif_397,motif_360,motif_383,motif_230,motif_273	
3813	cosine	4262	-34.004	0	0.745761	0.447463	49	motif_157,motif_397	motif_397,motif_360,motif_383,motif_230,motif_273	motif_397
3813	cosine	5200	-180.062	0	0.753723	0.49017	49	motif_397	motif_397,motif_360,motif_383,motif_230,motif_273	motif_397
3814	cosine	3814	0	1	1	1	-1	motif_129,motif_169,motif_178,motif_190,motif_224,motif_230,motif_350,motif_454,motif_5,motif_52	0	0
3816	cosine	3816	0	1	1	1	-1	motif_169,motif_18,motif_190,motif_214,motif_216,motif_224,motif_305,motif_31,motif_350,motif_454	0	0
3817	cosine	3844	-2.01648	0	0.799922	0.463504	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3817	cosine	3886	-5.96985	0	0.834234	0.530318	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3817	cosine	4265	-34.004	0	0.848525	0.510708	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3817	cosine	4555	-62.0357	0	0.84958	0.536444	48	motif_431	motif_431,motif_393,motif_319,motif_157,motif_266	motif_431
3819	cosine	4484	-54.0402	0	0.754458	0.450837	7	motif_335	motif_335,motif_100,motif_162,motif_258,motif_413	motif_335
382	cosine	2841	-176.154	0	0.761035	0.49238	107	motif_306	motif_306,motif_393,motif_157,motif_90,motif_458	motif_306
382	cosine	383	-0.000335693	0	0.805022	0.611808	107	motif_254,motif_306,motif_393,motif_90	motif_306,motif_393,motif_157,motif_90,motif_458	motif_306,motif_393,motif_90
382	cosine	396	-2.01456	0	0.790822	0.525399	107	motif_306,motif_393,motif_90	motif_306,motif_393,motif_157,motif_90,motif_458	motif_306,motif_393,motif_90
382	cosine	503	-18.0107	0	0.770965	0.618398	107	motif_306,motif_393,motif_90	motif_306,motif_393,motif_157,motif_90,motif_458	motif_306,motif_393,motif_90
3820	cosine	4539	-60.0218	0	0.712921	0.443884	305	motif_199,motif_255,motif_371	motif_199,motif_255,motif_371,NA,NA	motif_199,motif_255,motif_371
3821	cosine	3821	0	1	1	1	-1	motif_283	0	0
3822	cosine	3822	0	1	1	1	-1	motif_350,motif_390	0	0
3824	cosine	3824	0	1	1	1	-1	motif_157,motif_169,motif_18,motif_19,motif_342,motif_5	0	0
3825	cosine	4057	-15.9973	0	0.803888	0.603974	26	motif_249,motif_458	motif_126,motif_249,motif_144,motif_335,motif_244	motif_249
