shared.name	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
1718	1	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Alcohols and polyols;Cycloartanols and derivatives;none;Sesquiterpenoids;Triterpenoids	Cyclic alcohols and derivatives;Cycloartanols and derivatives;Phenanthrenes and derivatives;Sesquiterpenoids;Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	0.6	0.4	0.2	0.2	0.073;0.091;0.055;0.091;0.091;0.055;0.055;0.073;0.073;0.091
1988	1	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Alcohols and polyols;Cycloartanols and derivatives;none;Sesquiterpenoids;Triterpenoids	Cyclic alcohols and derivatives;Cycloartanols and derivatives;Phenanthrenes and derivatives;Sesquiterpenoids;Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	0.6	0.4	0.2	0.2	0.073;0.091;0.055;0.091;0.091;0.055;0.055;0.073;0.073;0.091
3806	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
4515	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
4027	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
4277	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
3731	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
3734	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
3832	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
4513	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
4026	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
4089	2	Organic compounds	Lipids and lipid-like molecules;Organic acids and derivatives	Carboxylic acids and derivatives;Prenol lipids	Diterpenoids	Diterpenoids;Jatrophane and cyclojatrophane diterpenoids;Pentacarboxylic acids and derivatives;Tetracarboxylic acids and derivatives	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	0.5	0.5	0.5	0.25	0.048;0.048;0.048;0.048;0.048;0.048;0.048;0.036;0.048;0.036
4028	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
4206	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
3732	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
4024	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
4209	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
5300	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
4239	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
3833	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
3831	3	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Alcohol;Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.667	0.667	0.583	0.417	0.044;0.044;0.048;0.048;0.048;0.04;0.048;0.048;0.048;0.036
3981	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3852	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4025	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3794	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3905	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4431	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4247	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4123	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3946	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3659	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4248	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4207	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3693	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3433	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3649	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4174	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
4433	4	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Jatrophane and cyclojatrophane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound;Tetracarboxylic acid or derivatives	1	0.714	0.714	0.679	0.357	0.038;0.048;0.048;0.048;0.036;0.036;0.048;0.048;0.048;0.041
3907	5	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Benzoate ester;Benzoyl;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.667	0.667	0.667	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045
3684	5	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Benzoate ester;Benzoyl;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.667	0.667	0.667	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045
4278	5	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Benzoate ester;Benzoyl;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.667	0.667	0.667	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045
3908	5	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Benzoate ester;Benzoyl;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.667	0.667	0.667	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045
3685	5	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Benzoate ester;Benzoyl;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.667	0.667	0.667	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045
4022	5	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Benzoate ester;Benzoyl;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.667	0.667	0.667	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045
2901	5	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Benzoate ester;Benzoyl;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.667	0.667	0.667	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045;0.045
428	6	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Kaurane diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.828	0.793	0.655	0.276	0.046;0.052;0.048;0.046;0.04;0.055;0.04;0.052;0.055;0.055
576	6	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Kaurane diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.828	0.793	0.655	0.276	0.046;0.052;0.048;0.046;0.04;0.055;0.04;0.052;0.055;0.055
575	6	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Kaurane diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.828	0.793	0.655	0.276	0.046;0.052;0.048;0.046;0.04;0.055;0.04;0.052;0.055;0.055
361	6	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Kaurane diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.828	0.793	0.655	0.276	0.046;0.052;0.048;0.046;0.04;0.055;0.04;0.052;0.055;0.055
4023	6	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Kaurane diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.828	0.793	0.655	0.276	0.046;0.052;0.048;0.046;0.04;0.055;0.04;0.052;0.055;0.055
2210	6	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Kaurane diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Ketone;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.828	0.793	0.655	0.276	0.046;0.052;0.048;0.046;0.04;0.055;0.04;0.052;0.055;0.055
3975	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
4503	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
2850	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
3451	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
3277	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
4340	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
4190	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
4484	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
2482	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
4046	7	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Tigliane and ingenane diterpenoids	Benzenoid;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.875	0.875	0.833	0.292	0.029;0.034;0.035;0.035;0.035;0.031;0.029;0.035;0.035;0.035
